,Unnamed: 0,_id,ltable_Id,rtable_Id,ltable_Name,ltable_Street,ltable_Address,ltable_Cuisines,ltable_Take Out,rtable_Name,rtable_Street,rtable_Address,rtable_Cuisines,rtable_Take Out,label
118,313,313,768,1630,dominique bistro,14 christopher st ,"14 christopher st new york city, ny 10014-3523",French;European;Wine Bar,Yes,dominique bistro,14 christopher st,14 christopher stnew york ny 10014,Wine Bars;French;Breakfast & Brunch,Yes,1
362,983,983,2549,2463,red farm,2170 broadway ,"2170 broadway new york city, ny 10024-6642",Chinese;Asian;Vegetarian Friendly,Yes,redfarm,2170 broadway,2170 broadwaynew york ny 10024,Dim Sum;Cantonese;Asian Fusion,Yes,1
55,136,136,352,424,udon west,11 saint marks pl ,"11 saint marks pl new york city, ny 10003-7806",Asian;Japanese;Soups,No,crif dogs,113 saint marks pl,113 saint marks plnew york ny 10009,Hot Dogs;American (New),Yes,0
90,242,242,626,2953,15 east restaurant,15 e 15th st ,"15 e 15th st new york city, ny 10003-3162",Japanese;Sushi;Asian,No,15 east restaurant,15 e 15th st,15 e 15th stnew york ny 10003,Japanese;Sushi Bars,No,1
390,1066,1066,2699,1610,make sandwich,135 4th ave ,"135 4th ave new york city, ny 10003-4931",American,No,make sandwich,135 4th ave,135 4th avenew york ny 10003,Sandwiches,Yes,1
392,1068,1068,2711,2362,tao,42 e 58th st ,"42 e 58th st new york city, ny 10022-1910",Chinese;Japanese;Sushi,No,tao uptown,42 e 58th st,42 e 58th stnew york ny 10022,Asian Fusion,Yes,1
521,1415,1415,3394,1237,pisticci restaurant,125 la salle st ,"125 la salle st new york city, ny 10027-4651",Italian;Vegetarian Friendly;Gluten Free Options,Yes,pisticci,125 la salle st,125 la salle stnew york ny 10027,Italian,Yes,1
541,1477,1477,3522,187,broadway dive,2662,"2662 new york city, ny 10025",American;Bar;Pub,No,tea nj,262,262 newark avejersey city nj 07302,American (New);Tea Rooms;Cafes,Yes,0
591,1609,1609,3861,1507,maharlika,111 1st ave ,"111 1st ave new york city, ny 10003-2962",Filipino;Asian,Yes,maharlika,111 1st ave,111 1st avenew york ny 10003,Filipino,Yes,1
470,1261,1261,3068,2310,fish tag,222 w 79th st ,"222 w 79th st new york city, ny 10024-6230",Seafood;Gluten Free Options,No,fishtag,222 w 79th st,222 w 79th stnew york ny 10024,Seafood;Mediterranean;Breakfast & Brunch,No,1
229,613,613,1549,1447,uva,1486 2nd ave ,"1486 2nd ave new york city, ny 10075-1399",Italian;Wine Bar;Vegetarian Friendly,No,uva,1486 2nd ave,1486 2nd avenew york ny 10075,Italian;Wine Bars,Yes,1
233,623,623,1576,3151,le colonial,149 e 57th st ,"149 e 57th st new york city, ny 10022-2101",Vietnamese;Vegetarian Friendly;Gluten Free Options,Yes,le colonial,149 e 57th st,149 e 57th stnew york ny 10022,Vietnamese;Lounges,Yes,1
548,1494,1494,3573,1166,los tacos no. 1,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Mexican;Latin;Fast Food,Yes,cull & pistol oyster bar,75 9th ave,75 9th avenew york ny 10011,Seafood;Wine Bars,No,0
310,810,810,2065,357,the uncommons,230 thompson st ,"230 thompson st new york city, ny 10012-1370",Cafe,No,the uncommons,230 thompson st,230 thompson stnew york ny 10012,Coffee & Tea;Tabletop Games,Yes,1
132,349,349,868,2547,catch,21 9th ave ,"21 9th ave new york city, ny 10014-1203",Japanese;American;Seafood,No,catch,21 ninth avenue,21 ninth avenuenew york ny 10014,Asian Fusion;Sushi Bars;Seafood,No,1
554,1515,1515,3630,2598,agern,89 e 42nd st ,"89 e 42nd st new york city, ny 10017-5503",European;Scandinavian;Danish,No,grand central oyster bar,89 e 42nd st,89 e 42nd stnew york ny 10017,Seafood,Yes,0
272,721,721,1867,2671,bagatelle,1 little west 12th st ,"1 little west 12th st new york city, ny 10014-1302",French;Vegetarian Friendly,No,bagatelle,1 little w 12th st,1 little w 12th stnew york ny 10014,French;Lounges;Mediterranean,No,1
242,636,636,1614,2637,monkey bar,60 e 54th st ,"60 e 54th st new york city, ny 10022-4612",American;Bar;Contemporary,No,monkey bar,60 e 54th st,60 e 54th stnew york ny 10022,American (Traditional);Bars,No,1
235,625,625,1579,2717,michael's,24 w 55th st ,"24 w 55th st new york city, ny 10019-5456",American;Contemporary;Gluten Free Options,No,michael’s,24 w 55th st,24 w 55th stnew york ny 10019,American (New);Salad;Pizza,Yes,1
517,1408,1408,3384,49,biryani cart,46th st and 6th ave ,"46th st and 6th ave new york city, ny 10036",International;Indian;Middle Eastern,Yes,royal halal,44th st and 6th ave,44th st and 6th avenew york ny 10018,Halal;Food Trucks;Street Vendors,Yes,0
172,456,456,1111,2282,gotham lounge,700 5th ave ,"700 5th ave new york city, ny 10019-4145",,No,the peninsula new york,700 5th ave,700 5th avenew york ny 10019,Hotels,No,0
503,1364,1364,3278,1087,ronny brook milk bar,75 9th ave ,"75 9th ave new york city, ny 10011-7006",,No,chelsea market,75 9th ave,75 9th avenew york ny 10011,Public Markets,No,0
96,260,260,648,1972,au bon pain,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",Cafe;Fast Food;Soups,Yes,bar sixtyfive,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,Cocktail Bars;Venues & Event Spaces;American (New),No,0
247,657,657,1708,2120,vatan,409 3rd ave ,"409 3rd ave new york city, ny 10016-8103",Indian;Healthy;Vegetarian Friendly,No,vatan indian vegetarian,409 3rd ave,409 3rd avenew york ny 10016,Indian;Vegetarian;Kosher,No,1
520,1413,1413,3388,2383,gobo - greenwich village,401 avenue of the americas ,"401 avenue of the americas new york city, ny 10014-3516",Asian;Japanese;Vegan Options,No,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,Lounges;Venues & Event Spaces,No,0
598,1622,1622,3883,3020,chefs table at brooklyn fare,"431 west 37th street, ","431 west 37th street, new york, new york new york city, ny 10018",,No,chef’s table at brooklyn fare,431 w 37th st,431 w 37th stnew york ny 10018,Japanese,No,1
89,240,240,620,2117,andaz 5th avenue,485 5th ave ,"485 5th ave new york city, ny 10017-6149",American;Gluten Free Options,No,the bar downstairs,485 5th ave,485 5th avenew york ny 10018,Lounges;Tapas/Small Plates;Cocktail Bars,No,0
382,1050,1050,2679,2342,celon cocktail bar & lounge,40 w 40th st ,"40 w 40th st new york city, ny 10018-2602",Bar;International;Mediterranean,No,koi restaurant,40 w 40th st,40 w 40th stnew york ny 10018,Sushi Bars;Japanese,No,0
408,1099,1099,2783,5,t salon chelsea market,75 9th ave ,"75 9th ave new york city, ny 10011-7006",,No,los tacos no.1,75 9th ave,75 9th avenew york ny 10011,Mexican,Yes,0
157,410,410,1015,2990,sushi azabu,428 greenwich st ,"428 greenwich st new york city, ny 10013-2004",Japanese;Sushi,Yes,sushi azabu,428 greenwich st,428 greenwich stnew york ny 10013,Sushi Bars;Japanese,Yes,1
46,116,116,299,1630,sweet life cafe,147 christopher st ,"147 christopher st new york city, ny 10014-2837",Cafe;Delicatessen,No,dominique bistro,14 christopher st,14 christopher stnew york ny 10014,Wine Bars;French;Breakfast & Brunch,Yes,0
263,695,695,1816,1899,haven rooftop,132 w 47th st ,"132 w 47th st new york city, ny 10036-1502",American;Bar;Vegetarian Friendly,No,sushi by bou,132 w 47th st,132 w 47th stnew york ny 10036,Sushi Bars;Japanese,No,0
458,1232,1232,3030,1086,filaga pizzeria e rosticerria siciliana,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Italian;Pizza;Fast Food,Yes,the lobster place,75 9th ave,75 9th avenew york ny 10011,Seafood Markets;Seafood,Yes,0
230,614,614,1552,1914,la sirene,558 broome st ,"558 broome st new york city, ny 10013-1508",French;European,No,la sirene,558 broome st,558 broome stnew york ny 10013,French,No,1
107,287,287,712,1044,jacob restaurant soul food & salad bar,2695 frederick douglass blvd ,"2695 frederick douglass blvd new york city, ny 10030-1206",American;Vegetarian Friendly,Yes,serengeti teas & spices,2292 frederick douglass blvd,2292 frederick douglass blvdnew york ny 10027,Coffee & Tea;Tea Rooms,Yes,0
380,1042,1042,2669,1695,amer,1798 lexington ave ,"1798 lexington ave new york city, ny 10029-2811",Middle Eastern,No,vezzo,178 lexington ave,178 lexington avenew york ny 10016,Pizza;Salad;Pasta Shops,Yes,0
372,1021,1021,2619,2133,il buco,47 bond st ,"47 bond st new york city, ny 10012-2450",Italian;Mediterranean;Vegetarian Friendly,No,il buco,47 bond st,47 bond stnew york ny 10012,Italian;Mediterranean,No,1
0,0,0,6,1428,shanghai asian manor,21 mott st ,"21 mott st new york city, ny 10013-5032",Chinese;Asian;Vegetarian Friendly,Yes,shanghai asian manor,21 mott st,21 mott stnew york ny 10013,Shanghainese,Yes,1
196,505,505,1247,1423,john's of bleecker street,278 bleecker st ,"278 bleecker st new york city, ny 10014-4105",Italian;Pizza;Vegetarian Friendly,Yes,john’s of bleecker street,278 bleecker st,278 bleecker stnew york ny 10014,Pizza,Yes,1
71,179,179,448,2945,the pool,99 e 52nd st ,"99 e 52nd st new york city, ny 10022-5905",American;Seafood,No,the grill,99 e 52nd st,99 e 52nd stnew york ny 10022,Cocktail Bars;Venues & Event Spaces;American (Traditional),No,0
165,426,426,1056,1953,vitae,4 e 46th st ,"4 e 46th st new york city, ny 10017-2406",Wine Bar;American;Bar,Yes,vitae,4 e 46th st,4 e 46th stnew york ny 10017,American (New);Bars,Yes,1
102,275,275,687,2271,fig & olive,420 w 13th st ,"420 w 13th st new york city, ny 10014-1103",French;Italian;Mediterranean,Yes,fig & olive meatpacking,420 w 13th st,420 w 13th stnew york ny 10014,Mediterranean;French;Vegetarian,Yes,1
393,1069,1069,2716,650,la bonbonniere,28 8th ave ,"28 8th ave new york city, ny 10014-1803",American;Cafe;Diner,Yes,la bonbonniere,28 8th ave,28 8th avenew york ny 10014,Breakfast & Brunch;Burgers;Diners,Yes,1
108,288,288,712,1437,jacob restaurant soul food & salad bar,2695 frederick douglass blvd ,"2695 frederick douglass blvd new york city, ny 10030-1206",American;Vegetarian Friendly,Yes,lido,2168 frederick douglass blvd,2168 frederick douglass blvdnew york ny 10026,Italian;Breakfast & Brunch;Cocktail Bars,Yes,0
586,1597,1597,3840,2641,dawat haute indian cuisine,210 e 58th st ,"210 e 58th st new york city, ny 10022-2030",Indian;Vegetarian Friendly;Vegan Options,Yes,dawat haute indian cuisine,210 e 58th st,210 e 58th stnew york ny 10022,Indian,Yes,1
547,1492,1492,3573,1086,los tacos no. 1,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Mexican;Latin;Fast Food,Yes,the lobster place,75 9th ave,75 9th avenew york ny 10011,Seafood Markets;Seafood,Yes,0
538,1472,1472,3518,3147,t45 restaurant,135 w 45th st ,"135 w 45th st new york city, ny 10036-4004",Korean;American;Fusion,Yes,hyatt centric times square,135 w 45th st,135 w 45th stnew york ny 10036,Hotels;Venues & Event Spaces,No,0
345,923,923,2380,919,faicco's pork store,260 bleecker st ,"260 bleecker st new york city, ny 10014-4128",Italian,Yes,faicco’s italian specialties,260 bleecker st,260 bleecker stnew york ny 10014,Meat Shops;Italian,Yes,1
405,1093,1093,2761,2452,left bank,117 perry st ,"117 perry st new york city, ny 10014-2311",European;American;Vegetarian Friendly,Yes,left bank,117 perry st,117 perry stnew york ny 10014,American (New),Yes,1
367,999,999,2575,1086,creamline,75 9th ave ,"75 9th ave new york city, ny 10011-7006",American;Fast Food,Yes,the lobster place,75 9th ave,75 9th avenew york ny 10011,Seafood Markets;Seafood,Yes,0
210,555,555,1382,2593,bar fortuna,62 w 9th st ,"62 w 9th st new york city, ny 10011-8907",Italian;Bar;Pub,No,bar fortuna,62 w 9th st,62 w 9th stnew york ny 10011,Cocktail Bars,No,1
464,1249,1249,3048,1086,num pang sandwich shop,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Fast Food,Yes,the lobster place,75 9th ave,75 9th avenew york ny 10011,Seafood Markets;Seafood,Yes,0
26,70,70,175,2156,massoni,11 e 31st st ,"11 e 31st st new york city, ny 10016-6701",Italian;Pizza;Vegetarian Friendly,Yes,massoni,11 e 31st st,11 e 31st stnew york ny 10016,Italian;Bars,Yes,1
213,570,570,1425,2014,the modern,9 w 53rd st ,"9 w 53rd st new york city, ny 10019-5401",French;American;Vegetarian Friendly,No,the modern,9 w 53rd st,9 w 53rd stnew york ny 10019,American (New),No,1
545,1487,1487,3571,160,juicy spot cafe,109 ludlow st ,"109 ludlow st new york city, ny 10002-3240",American;Asian,Yes,juicy spot cafe,109 ludlow st,109 ludlow stnew york ny 10002,Juice Bars & Smoothies;Coffee & Tea;Ice Cream & Frozen Yogurt,Yes,1
249,660,660,1729,176,saigon vietnamese sandwich,369 broome st ,"369 broome st new york city, ny 10013-4244",Asian;Vietnamese;Fast Food,No,saigon vietnamese sandwich deli,369 broome st,369 broome stnew york ny 10013,Sandwiches;Vietnamese,Yes,1
357,964,964,2520,2012,uncle gussy's,345 park ave ,"345 park ave new york city, ny 10154-0004",Greek;Mediterranean,Yes,upland,345 park ave s,345 park ave snew york ny 10010,American (New),No,0
455,1226,1226,3027,2304,little park,85 w broadway ,"85 w broadway new york city, ny 10007-1045",American;Contemporary;Vegetarian Friendly,No,little park,85 w broadway,85 w broadwaynew york ny 10007,American (New);Seafood;Salad,No,1
493,1336,1336,3207,1013,greecologies,379 broome st # ny ,"379 broome st # ny new york city, ny 10013-3705",Mediterranean;Greek,No,greecologies,379 broome st,379 broome stnew york ny 10013,Juice Bars & Smoothies;Ice Cream & Frozen Yogurt;Greek,Yes,1
134,354,354,883,517,99 cents fresh pizza,1723 broadway ,"1723 broadway new york city, ny 10019-5214",Italian;Pizza;Fast Food,Yes,99 cent fresh pizza,1723 broadway,1723 broadwaynew york ny 10019,Pizza,Yes,1
378,1034,1034,2652,3153,the john dory oyster bar,1196 broadway ,"1196 broadway new york city, ny 10001-5406",Bar;Seafood;Gluten Free Options,No,the john dory oyster bar,1196 broadway,1196 broadwaynew york ny 10001,Seafood;Bars,No,1
581,1586,1586,3807,2326,shimizu sushi restaurant,318 w 51st st ,"318 w 51st st new york city, ny 10019-6402",Japanese;Sushi;Asian,Yes,shimizu,318 w 51st st,318 w 51st stnew york ny 10019,Japanese;Sushi Bars,Yes,1
447,1206,1206,2998,2320,il pesce,200 5th ave ,"200 5th ave new york city, ny 10010-3302",Seafood;Italian,Yes,eataly,200 5th ave,200 5th avenew york ny 10010,Italian;Grocery;Cafes,No,0
252,665,665,1742,954,&pizza,15 w 28th st ,"15 w 28th st new york city, ny 10001-6410",Pizza,No,&pizza,15 w 28th st,15 w 28th stnew york ny 10001,Pizza;Vegan;Vegetarian,Yes,1
561,1536,1536,3673,1938,takumi,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Mexican;Japanese;Fast Food,Yes,buddakan,75 9th ave,75 9th avenew york ny 10011,Chinese;Bars;Asian Fusion,Yes,0
496,1343,1343,3225,2260,narcissa,212 cooper sq ,"212 cooper sq new york city, ny 10003",American;Gluten Free Options;Vegetarian Friendly,No,narcissa,25 cooper sq,25 cooper sqnew york ny 10003,American (New),No,0
193,501,501,1235,2504,gemma,335 bowery ,"335 bowery new york city, ny 10003-7138",Italian;Vegetarian Friendly;Vegan Options,No,gemma,335 bowery,335 bowerynew york ny 10003,Italian,Yes,1
361,981,981,2542,711,red mango,11 w 32nd st ,"11 w 32nd st new york city, ny 10001-3819",,No,sweet churros,11 w 32nd st,11 w 32nd stnew york ny 10001,Coffee & Tea;Desserts;Ice Cream & Frozen Yogurt,Yes,0
268,708,708,1841,3060,pies-n-thighs,43 canal st ,"43 canal st new york city, ny 10002-6262",American,Yes,cervo’s,43 canal st,43 canal stnew york ny 10002,Seafood,No,0
140,379,379,950,2207,hale and hearty soups,111 fulton st ,"111 fulton st new york city, ny 10038-2711",Soups,No,the tuck room,11 fulton st,11 fulton stnew york ny 10038,Tapas/Small Plates;American (New),No,0
557,1523,1523,3656,1010,the wild son,53 little west 12th st ,"53 little west 12th st new york city, ny 10014-1304",Vegetarian Friendly;Vegan Options,Yes,the wild son,53 little w 12th st,53 little w 12th stnew york ny 10014,American (New);Cocktail Bars;Breakfast & Brunch,Yes,1
171,451,451,1106,1375,pye boat noodle,1711 2nd ave ,"1711 2nd ave new york city, ny 10128-3266",Asian;Thai,No,pye boat noodle,1711 second ave,1711 second avenew york ny 10128,Thai;Noodles,Yes,1
298,790,790,2016,3003,sant andrea cafe,40 central park s ,"40 central park s new york city, ny 10019-1633",Italian,No,marea,240 central park s,240 central park snew york ny 10019,Seafood;Bars,No,0
113,304,304,741,2689,abigael's,1407 broadway ,"1407 broadway new york city, ny 10018-5100",Steakhouse;Sushi;American,Yes,abigael’s on broadway,1407 broadway,1407 broadwaynew york ny 10018,American (New);Kosher;Sushi Bars,Yes,0
18,55,55,148,2058,boqueria,53 w 19th st ,"53 w 19th st new york city, ny 10011-4202",Mediterranean;Spanish;Vegetarian Friendly,No,boqueria - flatiron,53 w 19th st,53 w 19th stnew york ny 10011,Spanish;Tapas Bars;Wine Bars,Yes,1
76,191,191,478,2707,augustine,5 beekman st ,"5 beekman st new york city, ny 10038-2206",French;European;Vegetarian Friendly,No,temple court,5 beekman st,5 beekman stnew york ny 10038,American (New);Bars;Breakfast & Brunch,No,0
225,605,605,1537,119,tac n roll,124 e 4th st ,"124 e 4th st new york city, ny 10003-0706",Mexican;Fast Food;International,Yes,tac n roll,124 e 4th st,124 e 4th stnew york ny 10003,Tacos;Sandwiches;Desserts,Yes,1
590,1608,1608,3860,1303,vietnaam restaurant,1700 2nd ave ,"1700 2nd ave new york city, ny 10128-3201",Asian;Vietnamese;Vegetarian Friendly,Yes,vietnaam,1700 2nd ave,1700 2nd avenew york ny 10128,Vietnamese;Sandwiches,Yes,1
337,886,886,2254,1511,pio pio 8,604 10th ave ,"604 10th ave new york city, ny 10036-3007",Spanish;South American;Peruvian,Yes,pio pio 8,604 10th ave,604 10th avenew york ny 10036,Latin American;Peruvian,Yes,1
391,1067,1067,2707,1384,pepe rosso social,173 mott st ,"173 mott st new york city, ny 10013-4230",Italian;Vegetarian Friendly,Yes,pepe rosso social,173 mott st,173 mott stnew york ny 10013,Italian,Yes,1
188,491,491,1209,1613,nyc falafel co,201 allen st ,"201 allen st new york city, ny 10002-1429",Mediterranean;Middle Eastern,Yes,yokoya,201 allen st,201 allen stnew york ny 10002,Ramen,Yes,0
596,1620,1620,3878,205,joe's pizza - carmine st,7 carmine st ,"7 carmine st new york city, ny 10014-4441",Italian;Pizza;Fast Food,Yes,joe’s pizza,7 carmine st,7 carmine stnew york ny 10014,Pizza,Yes,1
332,873,873,2231,1514,joseph leonard,170 waverly pl ,"170 waverly pl new york city, ny 10014-3845",American;Gastropub;Vegetarian Friendly,No,joseph leonard,170 waverly pl,170 waverly plnew york ny 10014,American (New);French,No,1
344,915,915,2332,1853,pig and khao,68 clinton st ,"68 clinton st new york city, ny 10002-2408",Asian;Gluten Free Options;Vegetarian Friendly,No,pig and khao,68 clinton st,68 clinton stnew york ny 10002,Filipino;Thai;Asian Fusion,No,1
159,414,414,1025,2668,docks oyster bar,633 3rd ave ,"633 3rd ave new york city, ny 10017-6706",American;Seafood;Gluten Free Options,No,docks oyster bar and seafood grill,633 3rd ave,633 3rd avenew york ny 10017,Seafood;Bars,Yes,1
555,1516,1516,3630,2907,agern,89 e 42nd st ,"89 e 42nd st new york city, ny 10017-5503",European;Scandinavian;Danish,No,agern,89 e 42nd stgrand central terminal,89 e 42nd stgrand central terminalnew york ny 10017,Scandinavian;Bars,No,1
330,866,866,2220,1374,cha-an,230 e 9th st ,"230 e 9th st new york city, ny 10003-7503",Japanese;Asian,No,cha-an,230 e 9th stfl 2,230 e 9th stfl 2new york ny 10003,Japanese;Tea Rooms,Yes,1
336,885,885,2252,1932,k rico,772 9th ave ,"772 9th ave new york city, ny 10019-6327",American;Steakhouse;Latin,Yes,k rico,772 9th ave,772 9th avenew york ny 10019,Bars;Steakhouses;Breakfast & Brunch,No,1
409,1101,1101,2783,213,t salon chelsea market,75 9th ave ,"75 9th ave new york city, ny 10011-7006",,No,ninth street espresso,75 9th ave,75 9th avenew york ny 10011,Coffee & Tea;Cafes,Yes,0
407,1098,1098,2779,1620,westville chelsea,246 w 18th st ,"246 w 18th st new york city, ny 10011-4528",American;Vegetarian Friendly;Vegan Options,Yes,westville chelsea,246 w 18th st,246 w 18th stnew york ny 10011,American (New);Breakfast & Brunch,Yes,1
175,460,460,1114,2438,redeye grill,890 7th avenue at 56th street ,"890 7th avenue at 56th street new york city, ny 10019-3203",American;Seafood;Vegetarian Friendly,No,redeye grill,890 7th ave,890 7th avenew york ny 10106,American (New);Seafood,Yes,1
112,303,303,734,162,goa taco,79 delancey st ,"79 delancey st new york city, ny 10002-3192",Mexican;Fusion;Vegetarian Friendly,Yes,goa taco,79 delancey st,79 delancey stnew york ny 10002,Fast Food;Tacos;Indian,Yes,1
261,692,692,1811,2405,tipsy parson,156 9th ave ,"156 9th ave new york city, ny 10011-4925",American;Gluten Free Options;Vegetarian Friendly,No,tipsy parson,156 9th ave,156 9th avenew york ny 10011,American (New);Comfort Food;Cocktail Bars,Yes,1
68,172,172,435,1697,distilled,211 w broadway ,"211 w broadway new york city, ny 10013-2927",Contemporary;Gastropub;American,No,distilled,211 w broadway,211 w broadwaynew york ny 10013,American (New);Cocktail Bars;Breakfast & Brunch,Yes,1
369,1008,1008,2582,1642,yuca bar,111 avenue a ,"111 avenue a new york city, ny 10009-5809",Latin;Spanish;Central American,Yes,yuca bar,111 avenue a,111 avenue anew york ny 10009,Latin American;Tapas Bars;Cocktail Bars,Yes,1
243,640,640,1629,2849,the view restaurant & lounge,1535 broadway ,"1535 broadway new york city, ny 10036-4077",American;International;Vegetarian Friendly,No,the view restaurant & lounge,1535 broadway,1535 broadwaynew york ny 10036,Lounges;American (New),No,1
65,166,166,422,2550,kellari taverna,19 w 44th st ,"19 w 44th st new york city, ny 10036-5902",Seafood;Mediterranean;Greek,No,kellari taverna,19 w 44th st,19 w 44th stnew york ny 10036,Greek;Mediterranean;Seafood,Yes,1
500,1356,1356,3273,1441,westville,210 w 10th st ,"210 w 10th st new york city, ny 10014-6411",American;Healthy;Vegetarian Friendly,Yes,westville - west,210 w 10th st,210 w 10th stnew york ny 10014,American (Traditional);Comfort Food;Vegetarian,Yes,1
126,330,330,813,121,taco mahal,73 7th ave s ,"73 7th ave s new york city, ny 10014-4043",Indian;Vegetarian Friendly;Vegan Options,Yes,taco mahal,73 7th ave s,73 7th ave snew york ny 10014,Indian;Tacos,Yes,1
490,1323,1323,3181,2724,barbetta,321 w 46th st ,"321 w 46th st new york city, ny 10036-3810",Italian;Vegetarian Friendly;Gluten Free Options,No,barbetta,321 w 46th st,321 w 46th stnew york ny 10036,Italian;American (New),No,1
452,1216,1216,3012,213,giovanni rana pastificio e cucina,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Italian;Mediterranean;Vegetarian Friendly,Yes,ninth street espresso,75 9th ave,75 9th avenew york ny 10011,Coffee & Tea;Cafes,Yes,0
395,1076,1076,2737,1925,soba totto,211 e 43rd st ,"211 e 43rd st new york city, ny 10017-4707",Japanese;Asian;Vegetarian Friendly,No,sakagura,211 e 43rd st,211 e 43rd stnew york ny 10017,Japanese,No,0
402,1090,1090,2753,740,johnny's bar,90 greenwich ave ,"90 greenwich ave new york city, ny 10011-7744",Bar;Pub,No,johnny’s bar,90 greenwich ave,90 greenwich avenew york ny 10011,Dive Bars,No,1
318,831,831,2142,2821,bodega negra,355 w 16th st ,"355 w 16th st new york city, ny 10011-5902",Mexican;Latin;Spanish,No,electric room,355 w 16th st,355 w 16th stnew york ny 10011,Bars,No,0
301,797,797,2026,478,burrito box,885 9th ave ,"885 9th ave new york city, ny 10019-1700",Mexican;Fast Food;Vegetarian Friendly,Yes,the burrito box,885 9th ave,885 9th avenew york ny 10019,Mexican,Yes,1
593,1612,1612,3863,2382,barilla restaurants,1290 avenue of the americas ,"1290 avenue of the americas new york city, ny 10104-0101",Italian;Pizza;Vegetarian Friendly,Yes,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,Lounges;Venues & Event Spaces,No,0
504,1366,1366,3278,1259,ronny brook milk bar,75 9th ave ,"75 9th ave new york city, ny 10011-7006",,No,beyond sushi,75 9th ave,75 9th avenew york ny 10011,Sushi Bars;Vegan;Kosher,Yes,0
406,1094,1094,2765,1358,blind tiger ale house,281 bleecker st ,"281 bleecker st new york city, ny 10014-4106",American;Bar;Pub,No,blind tiger ale house,281 bleecker st,281 bleecker stnew york ny 10014,American (Traditional);Pubs,No,1
137,366,366,924,1409,roberta's,230 park ave ,"230 park ave new york city, ny 10169-0005",Italian,No,urbanspace vanderbilt,230 park ave,230 park avenew york ny 10169,Food Court,Yes,0
338,888,888,2261,810,tacos grand central,153 e 43rd st ,"153 e 43rd st new york city, ny 10017-4018",Mexican;Latin;Fast Food,Yes,tacos grand central,153 e 43rd st,153 e 43rd stnew york ny 10017,Mexican,Yes,1
7,19,19,73,424,the bao,13 saint marks pl ,"13 saint marks pl new york city, ny 10003-7807",Chinese;Asian,Yes,crif dogs,113 saint marks pl,113 saint marks plnew york ny 10009,Hot Dogs;American (New),Yes,0
467,1253,1253,3048,1549,num pang sandwich shop,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Fast Food,Yes,dizengoff nyc,75 9th ave,75 9th avenew york ny 10011,Middle Eastern,Yes,0
179,467,467,1132,711,bunn,11 w 32nd st ,"11 w 32nd st new york city, ny 10001-3819",Asian;Korean,No,sweet churros,11 w 32nd st,11 w 32nd stnew york ny 10001,Coffee & Tea;Desserts;Ice Cream & Frozen Yogurt,Yes,0
552,1508,1508,3610,2382,global kitchen,1290 avenue of the americas ,"1290 avenue of the americas new york city, ny 10104-0101",American;Vegetarian Friendly;Vegan Options,Yes,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,Lounges;Venues & Event Spaces,No,0
502,1359,1359,3275,2963,carbone,181 thompson st ,"181 thompson st new york city, ny 10012-2583",Italian,No,carbone,181 thompson st,181 thompson stnew york ny 10012,Italian,No,1
584,1594,1594,3821,1226,sweet chick,178 ludlow st ,"178 ludlow st new york city, ny 10002-1549",American;Vegetarian Friendly,Yes,sweet chick,178 ludlow st,178 ludlow stnew york ny 10002,Southern;Breakfast & Brunch;American (Traditional),Yes,1
449,1210,1210,3002,2784,nello,696 madison ave ,"696 madison ave new york city, ny 10065-7206",Italian,No,nello,696 madison ave,696 madison avenew york ny 10021,Italian,Yes,1
429,1152,1152,2867,2382,the original soup man,1021 avenue of the americas ,"1021 avenue of the americas new york city, ny 10018-5408",Fast Food;Soups;American,Yes,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,Lounges;Venues & Event Spaces,No,0
155,407,407,1008,338,vanessa's dumpling house,118 eldridge st ,"118 eldridge st new york city, ny 10002-4418",Chinese;Fast Food;Asian,Yes,vanessa’s dumpling house,118a eldridge st,118a eldridge stnew york ny 10002,Chinese,Yes,1
339,890,890,2266,2521,the waverly inn and garden,16 bank st ,"16 bank st new york city, ny 10014-5231",American;Vegetarian Friendly;Gluten Free Options,No,the waverly inn,16 bank st,16 bank stnew york ny 10014,American (New),No,0
185,485,485,1183,2804,the garden at the four seasons,57 e 57th st ,"57 e 57th st new york city, ny 10022-2081",American;Healthy;Gluten Free Options,No,four seasons hotel,57 e 57th st,57 e 57th stnew york ny 10022,Hotels,No,1
101,272,272,677,2898,angus club steakhouse,135 e 55th st ,"135 e 55th st new york city, ny 10022-4049",American;Steakhouse;Gluten Free Options,No,angus club steakhouse,135 e 55th st,135 e 55th stnew york ny 10022,Steakhouses;Seafood;Salad,Yes,1
